variable,basin,year,area
basin_forest,FRA_RHON,2010,5234.342313709885
basin_forest,DEU_DANU,2010,798.2264437231726
basin_forest,CZE_DANU,2010,103.26734806438449
basin_forest,UKR_BSNC,2010,121.58361189100145
basin_forest,USA_COLU,2010,22027.4526666972
basin_forest,FRA_LOIR,2010,852.5056723432729
basin_forest,UKR_DANU,2010,499.2187303686465
basin_forest,KAZ_LKBH,2010,86.11713865446814
basin_forest,CHN_GOBI,2010,556.2957514441074
basin_forest,AUT_DANU,2010,1713.408048409386
basin_forest,HUN_DANU,2010,237.59087609672306
basin_forest,ROU_DANU,2010,3393.121940200306
basin_forest,MDA_DNIE,2010,95.66677830870418
basin_forest,USA_GMAN,2010,63544.95503557888
basin_forest,CHE_RHIN,2010,807.7354548180815
basin_forest,LIE_RHIN,2010,6.406167569225338
basin_forest,ITA_IECO,2010,1552.1907923243466
basin_forest,CHE_RHON,2010,260.7029864892019
basin_forest,ITA_POOO,2010,2514.9902029358523
basin_forest,SVN_DANU,2010,1106.735004304745
basin_forest,SVN_AGBS,2010,71.3604630755871
basin_forest,SRB_DANU,2010,543.6266945836306
basin_forest,FRA_GIRD,2010,1506.516045765878
basin_forest,HRV_DANU,2010,693.0480992577816
basin_forest,KAZ_CSEC,2010,13.590013119111473
basin_forest,UZB_CSEC,2010,5.331340418941172
basin_forest,JPN_JAPN,2010,27016.78599487008
basin_forest,HRV_AGBS,2010,827.6254279899039
basin_forest,UZB_AMDA,2010,142.55566442912337
basin_forest,BIH_DANU,2010,688.7532194377571
basin_forest,CHN_TARI,2010,6876.169464183226
basin_forest,ITA_IWCO,2010,840.9690150247154
